company,company_formal,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,industry,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44
Aptech,APTECH LTD.,3.5,404,3.4,3.4,3.2,3.3,3.5,3.3,2.9,18396,APTECH,20101034223,Jhunjhunwala (Rare) Group,1,8.040042016e+19,Computer courses,101041517000000,Education,850301020000,85302,Higher education in engineering / other technical courses leading to a university degree or equivalent,2000,Services & Consultancy,18396,20240331,12,INDAS,2418.6,2131.7,-0.1,2097.2,591.2,569.8,12.5,321.3,3274.3,611.0,154.0,0.0,APTECH LTD.,3274.3,404.0,Matched (3)
Archies,ARCHIES LTD.,3.4,109,2.9,3.1,2.7,3.0,2.8,3.0,2.6,19063,ARCHIES,20101035365,Archies Group,1,8.00408173612e+19,"Retail trade in printed books, newspapers etc.",101040405000000,Retail trading,470601000000,4761,"Retail sale of books, newspapers and stationary in specialized stores",1990,Retail & Wholesale,19063,20240331,12,INDAS,838.7,797.4,-9.0,911.8,177.8,172.8,3.1,-82.1,1854.2,487.0,,,ARCHIES LTD.,1854.2,109.0,Matched (3)
Arihant Capital Markets,ARIHANT CAPITAL MARKETS LTD.,3.7,111,3.4,3.8,3.3,3.5,3.5,3.3,3.2,19480,,20101031315,Arihant Capital Group,2,8.508e+19,Fee based financial services,102059000000000,Other fee based financial services,640109010000,64191,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",1992,Financial Services,19480,20240331,12,FS_INDAS,2301.0,0.6,,1642.6,307.6,303.3,3.8,658.4,7512.4,341.0,82.0,0.0,ARIHANT CAPITAL MARKETS LTD.,7512.4,111.0,Matched (3)
Arihant Superstructures,ARIHANT SUPERSTRUCTURES LTD.,3.6,126,3.4,3.7,3.2,3.4,3.4,3.4,3.3,218112,,20101031256,Arihant Group,1,7.41206e+19,Housing real estate,101060101000000,Housing construction,410101010000,41001,Construction of buildings carried out on own-account basis or on a fee or contract basis,1983,Construction & Real Estate,218112,20240331,12,INDAS,1186.2,1124.4,422.9,1379.9,84.0,82.5,1.5,229.2,4953.5,121.0,27.0,,ARIHANT SUPERSTRUCTURES LTD.,4953.5,126.0,Matched (3)
Arman Financial Services,ARMAN FINANCIAL SERVICES LTD.,3.5,54,3.5,3.2,3.4,3.4,3.4,3.4,3.0,19915,,20101031299,Arman Group,2,8.50408e+19,Non-banking financial services,102040000000000,Other fund based financial services,640909010000,64990,"Other financial service activities, except insurance and pension funding activities, n.e.c.",1992,Financial Services,19915,20240331,12,FS_INDAS,1361.7,,,982.7,245.8,241.4,4.4,379.0,8826.8,951.0,,,ARMAN FINANCIAL SERVICES LTD.,8826.8,54.0,Matched (3)
Artefact Projects,ARTEFACT PROJECTS LTD.,2.8,69,2.5,3.0,2.4,2.8,2.8,2.9,2.7,20451,ARTEFACT PROJECTS,20101031316,Artefact Group,1,8.03608e+19,Technical consultancy & engineering services,101041510000000,Business services & consultancy,710101010000,71100,Architectural and engineering activities and related technical consultancy,1987,Services & Consultancy,20451,20240331,12,INDAS,329.0,285.2,,293.7,78.7,77.8,0.9,35.3,981.7,114.0,,,ARTEFACT PROJECTS LTD.,981.7,69.0,Matched (3)
Arvind,ARVIND LTD.,4.0,1.5k,3.9,3.9,3.6,3.6,3.7,3.6,3.3,21042,ARVIND MILLS,20101012900,Lalbhai Group,1,3.61216e+19,Cotton fabrics,101011505000000,Cloth,130102010000,13121,"Weaving, Manufacture of cotton and cotton mixture fabrics.",1931,Textiles & Garments,21042,20240331,12,INDAS,72858.9,72185.9,470.0,70279.9,8227.9,7606.7,183.3,3049.0,71130.0,31388.0,9081.0,138.0,ARVIND LTD.,71130.0,1500.0,Matched (3)
Ashiana Housing,ASHIANA HOUSING LTD.,4.0,347,4.0,3.5,3.6,3.7,3.9,4.1,3.4,21663,,20101031301,Ashiana Group,1,7.41206e+19,Housing real estate,101060101000000,Housing construction,410101010000,41001,Construction of buildings carried out on own-account basis or on a fee or contract basis,1986,Construction & Real Estate,21663,20240331,12,INDAS,9018.4,8729.0,-165.2,8051.2,812.5,549.4,63.8,802.0,23124.3,3546.0,603.0,1.0,ASHIANA HOUSING LTD.,23124.3,347.0,Matched (3)
Ashima,ASHIMA LTD.,4.1,68,3.6,4.3,4.0,3.8,4.0,3.7,3.6,21707,ASHIMA,20101020119,Ashima Group,1,3.61216e+19,Cotton fabrics,101011505000000,Cloth,130102010000,13121,"Weaving, Manufacture of cotton and cotton mixture fabrics.",1982,Textiles & Garments,21707,20240331,12,INDAS,3330.2,3175.8,987.5,3353.6,378.1,369.5,8.6,964.1,5606.7,239.0,,,ASHIMA LTD.,5606.7,68.0,Matched (3)
Ashok Leyland,ASHOK LEYLAND LTD.,4.1,4.9k,3.8,3.9,3.7,3.8,3.8,4.0,3.4,22104,ASHOK LEYLAND,20201010300,Hinduja (Ashok Leyland) Group,1,6.6160404e+19,Heavy commercial vehicles (HCV),101014502010500,Commercial vehicles,290101020000,29102,"Manufacture of commercial vehicles such as vans, lorries, over-the-road tractors for semi-trailers etc.",1948,Automobile & Ancillaries,22104,20240331,12,INDAS,394748.6,390825.5,5109.4,373679.3,22331.2,20208.6,2025.0,26178.7,239269.3,31774.0,1229.0,70.0,ASHOK LEYLAND LTD.,239269.3,4900.0,Matched (3)
Asian Energy Services,ASIAN ENERGY SERVICES LTD.,4.3,60,3.9,4.1,4.3,4.0,4.0,3.9,3.8,22855,,20202000000,Private (Foreign),1,7.406061812e+19,Offshore drilling,101060201000000,Industrial construction,430102020000,43122,"Site preparation including drilling, boring and core sampling for construction, geophysical, geological or similar purposes",1992,Construction & Real Estate,22855,20240331,12,INDAS,3096.1,3050.1,2.9,2812.0,261.5,253.2,5.7,287.0,3845.4,307.0,,,ASIAN ENERGY SERVICES LTD.,3845.4,60.0,Matched (3)
Asian Paints,ASIAN PAINTS LTD.,4.0,8k,3.8,3.4,4.3,3.6,3.7,3.9,3.4,22859,ASIAN PAINTS,20101020120,Asian Paints Group,1,5.0242e+19,Paints & varnishes,101013030000000,Paints & varnishes,200202010000,20221,"Manufacture of paints and varnishes, enamels or lacquers",1945,Diversified / Miscellaneous,22859,20240331,12,INDAS,381115.2,373193.8,-3569.8,324329.9,17478.9,16087.1,1199.3,53215.5,263078.7,30671.0,1886.0,51.0,ASIAN PAINTS LTD.,263078.7,8000.0,Matched (3)
Astra Microwave Products,ASTRA MICROWAVE PRODUCTS LTD.,3.8,338,4.3,3.8,3.1,3.5,3.6,3.6,3.2,23668,AMPL,20101031289,AMPL Group,1,6.31224162e+19,Microwave passive components,101014010900000,Other electronics,260101090000,26109,Manufacture of other electronic components n.e.c,1991,IT Sector,23668,20240331,12,INDAS,9166.0,9042.6,121.3,8157.4,1043.9,978.5,30.2,1129.9,15137.8,1469.0,249.0,,ASTRA MICROWAVE PRODUCTS LTD.,15137.8,338.0,Matched (3)
Astral,ASTRAL LTD.,4.0,1k,4.0,3.9,3.7,3.7,3.8,3.8,3.4,23696,ASTRAL POLY TECHNIK,20101031266,Astral Group,1,5.05608120804e+19,"Tubes, pipes & hoses of polyethylene",101012045010000,"Plastic tubes, pipes, fittings & sheets",220201090000,22209,Manufacture of other plastics products n.e.c.,1996,Plastics & Packaging,23696,20240331,12,INDAS,51461.0,51034.0,714.0,46671.0,3424.0,3233.0,170.0,5504.0,42218.0,,,,ASTRAL LTD.,42218.0,1000.0,Matched (3)
Atmastco,ATMASTCO LTD.,3.4,52,3.0,3.6,3.0,3.3,3.0,3.2,2.5,24201,ATMASTCO,20102000000,Private (Indian),1,5.7e+19,Metals & metal products,101013555000000,Diversified metal & metal products,240000000000,24,Manufacture of basic metals,1994,Metals & Metal Products,24201,20240331,12,IGAAP,2408.0,2397.2,-29.8,2211.1,152.8,147.9,4.9,167.1,2911.9,229.0,,,ATMASTCO LTD.,2911.9,52.0,Matched (3)
Atul,ATUL LTD.,3.9,1.2k,4.2,4.0,3.5,3.7,3.8,3.7,3.2,24381,ATUL,20101012900,Lalbhai Group,1,5e+19,Chemicals & chemical products,101012090000000,Other chemical products,200000000000,20,Manufacture of Chemicals and Chemical products,1975,Chemical & Allied Products,24381,20240331,12,INDAS,44926.2,43607.8,-913.1,40167.4,3206.0,3063.7,107.1,3845.7,60430.0,5861.0,202.0,9.0,ATUL LTD.,60430.0,1200.0,Matched (3)
Atul Auto,ATUL AUTO LTD.,3.7,257,3.3,3.8,3.2,3.5,3.5,3.4,3.2,24306,,20101031303,Atul Auto Group,1,6.6161208e+19,Three wheelers,101014502011500,Two & three wheelers,300901020000,30912,Manufacture of three-wheelers and their engine,1986,Automobile & Ancillaries,24306,20240331,12,INDAS,4858.6,4797.2,34.3,4758.2,493.2,467.1,26.1,134.7,4862.1,1133.0,,,ATUL AUTO LTD.,4862.1,257.0,Matched (3)
Aurobindo Pharma,AUROBINDO PHARMA LTD.,4.0,5.1k,4.3,3.8,3.8,3.7,3.6,3.6,3.5,24685,AUROBINDO PHARMA,20101020123,Aurobindo Pharma Group,1,5.01248e+19,Drug formulations,101012030000000,Drugs & pharmaceuticals,210101020000,21002,Manufacture of allopathic pharmaceutical preparations,1986,Healthcare & Pharmaceuticals,24685,20240331,12,INDAS,136800.5,106456.4,1162.3,118421.4,8241.7,7861.0,160.3,19541.4,290119.0,8797.0,,,AUROBINDO PHARMA LTD.,290119.0,5100.0,Matched (3)
Autoline Industries,AUTOLINE INDUSTRIES LTD.,3.6,171,3.4,3.4,3.3,3.4,3.1,3.6,3.1,24919,AUTOLINE INDS.,20101031319,Autoline Group,1,6.620284e+19,Auto sheet metals parts,101014502059000,Other automobile ancillaries,290201090000,29209,Manufacture of other attachments to motor vehicles n.e.c.,1996,Automobile & Ancillaries,24919,20240331,12,INDAS,6536.7,6507.4,-1.1,6347.7,384.3,348.3,28.2,187.9,4992.9,1863.0,36.0,14.0,AUTOLINE INDUSTRIES LTD.,4992.9,171.0,Matched (3)
Automobile Products Of India,AUTOMOBILE PRODUCTS OF INDIA LTD.,4.1,51,3.4,3.8,3.7,3.9,3.8,4.0,3.2,24969,,20102000000,Private (Indian),2,8.504e+19,Fund based financial services,102040000000000,Other fund based financial services,640109010000,64191,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",1949,Financial Services,24969,20240331,12,INDAS,7.8,1.7,,20.2,5.6,5.6,,-12.4,96.5,4.0,,,AUTOMOBILE PRODUCTS OF INDIA LTD.,96.5,51.0,Matched (3)
Automotive Axles,AUTOMOTIVE AXLES LTD.,3.9,246,3.6,3.7,3.6,3.7,3.7,3.8,3.1,24976,AUTOMOTIVE AXLES,20101013900,Kalyani (Bharat Forge) Group,1,6.6201244e+19,Axle shafts,101014502059000,Other automobile ancillaries,290301010000,29301,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",1981,Automobile & Ancillaries,24976,20240331,12,INDAS,22448.9,22291.8,98.1,20885.4,1332.2,1189.9,106.6,1661.6,12366.6,2662.0,92.0,3.0,AUTOMOTIVE AXLES LTD.,12366.6,246.0,Matched (3)
Automotive Stampings & Assemblies,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,3.7,157,3.7,3.7,3.5,3.5,3.6,3.8,3.4,343765,ASAL,20101010100,Tata Group,1,6.620284e+19,Auto sheet metals parts,101014502059000,Other automobile ancillaries,290201090000,29209,Manufacture of other attachments to motor vehicles n.e.c.,1990,Automobile & Ancillaries,343765,20240331,12,INDAS,8812.2,8803.3,64.0,8674.5,410.5,377.8,30.9,201.7,2969.0,1798.0,22.0,0.0,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,2969.0,157.0,Matched (3)
Avalon Technologies,AVALON TECHNOLOGIES LTD.,3.7,545,3.7,3.5,3.2,3.4,3.3,3.8,3.0,25105,AVALON TECHNOLOGIES,20101031305,Avalon Group,1,6.31224902e+19,Printed circuit boards,101014010900000,Other electronics,260101040000,26104,"Manufacture of bare printed circuit boards, loading of components onto printed circuit boards; Manufacture of interface cards (e.g. sound, video, controllers, network, modems)",1999,IT Sector,25105,20240331,12,INDAS,4609.4,4416.8,-69.7,4214.8,487.9,439.6,36.3,324.9,7848.1,996.0,199.0,1.0,AVALON TECHNOLOGIES LTD.,7848.1,545.0,Matched (3)
Avantel,AVANTEL LTD.,3.9,100,3.4,3.5,4.1,3.7,3.6,4.0,3.7,25159,ASL,20101038526,Vidyasagar Abburi Group,1,6.31216e+19,Communication & broadcasting equipment,101014010050000,Communication equipment,260301000000,2630,Manufacture of communication equipment,1990,IT Sector,25159,20240331,12,INDAS,2519.2,2506.2,7.8,1972.5,341.1,260.4,17.9,554.5,2245.2,479.0,89.0,,AVANTEL LTD.,2245.2,100.0,Matched (3)
Avanti Feeds,AVANTI FEEDS LTD.,4.2,84,4.0,3.9,3.9,3.9,3.9,3.9,3.5,25176,AVANTI FEEDS,20101031269,Avanti Group,1,3.024089e+19,Other animal feed,101011101200000,Vegetable oils & products,100801090000,10809,Manufacture of other animal feeds n.e.c.,1993,Food & Beverages,25176,20240331,12,INDAS,43956.6,42902.6,465.5,41341.5,1547.9,1519.6,28.3,3080.6,23038.9,1542.0,30.0,6.0,AVANTI FEEDS LTD.,23038.9,84.0,Matched (3)
Axis Bank,AXIS BANK LTD.,3.7,28.1k,3.7,3.5,3.5,3.4,3.5,3.6,3.3,256066,AXIS BANK,20102000000,Private (Indian),3,8.50404e+19,Banking services,102010000000000,Banking services,640109010000,64191,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",1993,Financial Services,256066,20240331,12,IGAAP,1348668.9,,,1100054.6,109331.1,109176.1,,248614.3,14778929.1,104332.0,26087.0,,AXIS BANK LTD.,14778929.1,28100.0,Matched (3)
B L Kashyap & Sons,B L KASHYAP & SONS LTD.,3.7,536,3.9,3.6,3.3,3.5,3.5,3.6,3.3,26964,B L KASHYAP & SONS,20101031748,BLK Group,1,7.4060612e+19,Construction of other industrial plants,101060201000000,Industrial construction,420201090000,42209,Construction of utility projects n.e.c.,1989,Construction & Real Estate,26964,20240331,12,INDAS,12243.7,12142.3,781.1,12675.8,2184.3,2167.1,17.2,349.0,15605.1,1288.0,,,B L KASHYAP & SONS LTD.,15605.1,536.0,Matched (3)
Bafna Pharmaceuticals,BAFNA PHARMACEUTICALS LTD.,3.9,74,3.6,3.8,3.7,3.8,3.5,3.7,3.5,28503,,20102000000,Private (Indian),1,5.01248e+19,Drug formulations,101012030000000,Drugs & pharmaceuticals,210101020000,21002,Manufacture of allopathic pharmaceutical preparations,1995,Healthcare & Pharmaceuticals,28503,20240331,12,INDAS,1559.8,1534.5,48.5,1534.8,190.3,183.9,5.8,73.5,1485.7,618.0,,,BAFNA PHARMACEUTICALS LTD.,1485.7,74.0,Matched (3)
Bajaj Electricals,BAJAJ ELECTRICALS LTD.,4.0,2.3k,3.6,3.8,3.9,3.7,3.8,3.7,3.4,28920,,20101010700,Bajaj Group,1,8.004041620081616e+19,Wholesale trade in domestic appliances,101040401000000,Wholesale trading,460509030000,46593,"Wholesale of electrical machinery, equipment and supplies, n.e.c.",1938,Retail & Wholesale,28920,20240331,12,INDAS,47277.6,46424.3,-1806.1,44153.6,3649.3,3452.4,36.2,1317.9,39642.5,1958.0,,,BAJAJ ELECTRICALS LTD.,39642.5,2300.0,Matched (3)
Bajaj Finance,BAJAJ FINANCE LTD.,4.0,7.5k,3.9,3.5,4.1,3.6,3.6,4.0,3.7,28897,BAJAJ AUTO FINANCE,20101010700,Bajaj Group,2,8.5040804e+19,Asset financing services,102031500000000,Other asset financing services,640902010000,64920,Other credit granting,1987,Diversified / Miscellaneous,28897,20240331,12,FS_INDAS,469480.8,,,343039.7,59308.3,53700.7,1547.1,126441.1,3012124.4,50653.0,,,BAJAJ FINANCE LTD.,3012124.4,7500.0,Matched (3)
Bajaj Hindusthan Sugar,BAJAJ HINDUSTHAN SUGAR LTD.,4.2,245,4.2,4.0,3.8,3.9,3.8,3.7,3.7,28932,BAJAJ HINDUSTHAN,20101010700,Bajaj Group,1,3.31604e+19,Sugar,101011101150000,Sugar,100702010000,10721,Manufacture or refining of sugar (sucrose) from sugarcane,1931,Food & Beverages,28932,20240331,12,INDAS,60893.7,60765.6,927.5,62736.5,4018.5,3889.2,22.1,-915.3,158316.7,7374.0,7.0,0.0,BAJAJ HINDUSTHAN SUGAR LTD.,158316.7,245.0,Matched (3)
Balaji Amines,BALAJI AMINES LTD.,3.3,80,3.5,3.2,3.1,3.1,3.1,3.4,2.9,29258,BALAJI AMINES,20101031709,Balaji Amines Group,1,5.008480499e+19,Other amine function compounds,101012035000000,Organic chemicals,200101090000,20119,Manufacture of organic and inorganic chemical compounds n.e.c.,1988,Chemical & Allied Products,29258,20240331,12,INDAS,13588.1,13316.0,129.4,12004.5,723.5,710.4,13.1,1713.0,17369.0,1210.0,33.0,0.0,BALAJI AMINES LTD.,17369.0,80.0,Matched (3)
Balaji Telefilms,BALAJI TELEFILMS LTD.,3.1,77,2.4,3.1,2.9,3.2,2.6,3.3,2.4,29433,,20101031753,Balaji Telefilms Group,1,8.040162004e+19,Entertainment content provider,101041520150000,Media-content,590101030000,59113,Production of television programmes or television commercials,1994,Media & Entertainment,29433,20240331,12,INDAS,5820.9,5788.3,,5428.9,161.3,157.4,1.6,392.0,14513.0,103.0,,,BALAJI TELEFILMS LTD.,14513.0,77.0,Matched (3)
Balkrishna Industries,BALKRISHNA INDUSTRIES LTD.,4.0,841,4.0,3.7,4.0,3.6,3.5,3.6,3.6,29657,,20101020436,Siyaram Poddar Group,1,5.056123204e+19,Tyres,101014502052000,Tyres & tubes,220101090000,22119,Manufacture of rubber tyres and tubes n.e.c.,1961,Plastics & Packaging,29657,20240331,12,INDAS,99451.9,94972.8,468.9,85544.7,4412.5,4319.5,93.0,14376.1,136305.9,11140.0,69.0,4.0,BALKRISHNA INDUSTRIES LTD.,136305.9,841.0,Matched (3)
Balrampur Chini Mills,BALRAMPUR CHINI MILLS LTD.,4.0,247,3.5,3.5,4.1,3.6,3.5,3.7,3.5,29728,,20101031710,Balrampur Chini Mills Group,1,3.31604e+19,Sugar,101011101150000,Sugar,100702010000,10721,Manufacture or refining of sugar (sucrose) from sugarcane,1975,Food & Beverages,29728,20240331,12,INDAS,56844.9,56124.9,6629.0,59147.3,3985.6,3675.6,43.0,4326.6,67666.6,9320.0,56.0,7.0,BALRAMPUR CHINI MILLS LTD.,67666.6,247.0,Matched (3)
Bank Of Baroda,BANK OF BARODA,3.5,1.9k,4.0,3.3,3.5,3.2,3.2,3.3,3.1,30136,BOB,20102000000,Private (Indian),3,8.50404e+19,Banking services,102010000000000,Banking services,640109010000,64191,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",1908,Financial Services,30136,20240331,12,IGAAP,1282677.6,,,1104789.8,158160.0,128254.5,,177887.8,15857970.8,75515.0,,2241.0,BANK OF BARODA,15857970.8,1900.0,Matched (3)
Bank Of India,BANK OF INDIA,3.8,762,4.2,3.5,3.6,3.4,3.5,3.4,3.6,30148,BOI,10101100000,Bank of India Group,3,8.50404e+19,Banking services,102010000000000,Banking services,640109010000,64191,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",1906,Financial Services,30148,20240331,12,IGAAP,675962.4,,,612783.2,91884.7,72905.0,,63179.2,9125979.3,50944.0,,,BANK OF INDIA,9125979.3,762.0,Matched (3)
Bank Of Maharashtra,BANK OF MAHARASHTRA,3.4,349,4.2,2.8,3.7,2.9,2.9,3.0,3.3,30153,BANK OF MAHARASHTRA,10100000000,Central Government,3,8.50404e+19,Banking services,102010000000000,Banking services,640109010000,64191,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",1935,Financial Services,30153,20240331,12,IGAAP,236757.7,,,196207.4,28381.3,20216.3,150.0,40550.3,3071507.7,13499.0,3681.0,338.0,BANK OF MAHARASHTRA,3071507.7,349.0,Matched (3)
Bannari Amman Sugars,BANNARI AMMAN SUGARS LTD.,3.3,82,3.2,3.3,2.9,3.4,3.1,3.5,2.6,30230,,20101020125,Bannari Amman Group,1,3.31604e+19,Sugar,101011101150000,Sugar,100702010000,10721,Manufacture or refining of sugar (sucrose) from sugarcane,1983,Food & Beverages,30230,20240331,12,INDAS,22270.2,22242.2,222.7,20969.9,1490.0,1358.3,131.7,1523.0,25407.0,2414.0,11.0,0.0,BANNARI AMMAN SUGARS LTD.,25407.0,82.0,Matched (3)
Banswara Syntex,BANSWARA SYNTEX LTD.,3.9,250,4.0,3.9,3.5,3.7,3.8,3.8,3.3,30442,BANSWARA SYNTEX,20101031712,Banswara Group,1,3.61216e+19,Cotton fabrics,101011505000000,Cloth,130102010000,13121,"Weaving, Manufacture of cotton and cotton mixture fabrics.",1976,Textiles & Garments,30442,20240331,12,INDAS,12822.6,12642.1,-315.4,12154.7,2823.5,2753.4,37.7,352.5,10892.4,13570.0,,,BANSWARA SYNTEX LTD.,10892.4,250.0,Matched (3)
Bartronics India,BARTRONICS INDIA LTD.,3.9,57,3.9,4.0,3.6,3.8,3.7,3.9,3.5,278747,BARTRONICS INDIA,20201022300,Triterras (F) group,1,8.03204e+19,Software services,101040801000000,Computer software,620101030000,62013,Providing software support and maintenance to the clients,1990,IT Sector,278747,20240331,12,INDAS,503.1,17.2,-1.1,488.2,55.8,51.4,0.5,13.8,299.4,65.0,,,BARTRONICS INDIA LTD.,299.4,57.0,Matched (3)
Bata India,BATA INDIA LTD.,3.6,1.5k,3.5,3.4,3.4,3.3,3.3,3.5,3.1,31130,BATA INDIA,20202000000,Private (Foreign),1,8.00408172812e+19,Retail trade in footwear & parts of footwear,101040405000000,Retail trading,470701030000,47713,Retail sale of footwear,1931,Retail & Wholesale,31130,20240331,12,INDAS,35445.7,34784.2,336.7,33183.1,4591.7,3997.2,119.4,2599.3,36742.8,10422.0,1539.0,3.0,BATA INDIA LTD.,36742.8,1500.0,Matched (3)
Batliboi,BATLIBOI LTD.,4.0,97,4.0,4.2,3.8,3.9,4.1,4.0,3.7,31182,BATLIBOI,20101020124,Batliboi Group,1,6.30424e+19,Machine tools,101014001150000,Machine tools,280202010000,28221,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc.",1941,Electrical Machinery & Equipment,31182,20240331,12,INDAS,2033.3,1956.0,12.3,1997.2,274.9,248.0,17.8,48.4,2832.2,331.0,,,BATLIBOI LTD.,2832.2,97.0,Matched (3)
Bayer Cropscience,BAYER CROPSCIENCE LTD.,4.1,805,3.8,4.1,3.8,3.8,4.0,3.8,3.2,31364,BAYER CORPSCIENCE,20202000000,Private (Foreign),1,5.02e+19,Pesticides,101012020000000,Pesticides,200201000000,2021,Manufacture of pesticides and other agrochemical products,1958,Chemical & Allied Products,31364,20240331,12,INDAS,61285.0,58621.0,-539.0,53341.0,4376.0,4090.0,229.0,7405.0,77226.0,5035.0,540.0,12.0,BAYER CROPSCIENCE LTD.,77226.0,805.0,Matched (3)
Bedmutha Industries,BEDMUTHA INDUSTRIES LTD.,4.2,53,3.8,3.9,3.4,3.7,3.6,3.8,3.4,31612,BEDMUTHA WIRE COM.,20101031770,Bedmutha Group,1,5.7e+19,Metals & metal products,101013555000000,Diversified metal & metal products,240000000000,24,Manufacture of basic metals,1990,Metals & Metal Products,31612,20240331,12,INDAS,8682.7,8120.0,-10.6,8469.4,183.8,171.6,12.2,202.7,5825.1,532.0,,,BEDMUTHA INDUSTRIES LTD.,5825.1,53.0,Matched (3)
Best Agrolife,BEST AGROLIFE LTD.,3.7,76,3.2,3.6,3.6,3.4,3.3,3.3,3.1,207617,SAHYOG CREDITS,20101031741,Best Agro Group,1,8.0040416122e+19,Wholesale trade in pesticides,101040401000000,Wholesale trading,460609020000,46692,Wholesale of fertilizers and agrochemical products,1992,Retail & Wholesale,207617,20240331,12,INDAS,19555.4,19492.3,540.2,19961.0,587.9,539.7,18.1,134.6,11745.2,1102.0,49.0,,BEST AGROLIFE LTD.,11745.2,76.0,Matched (3)
Bhansali Engineering Polymers,BHANSALI ENGINEERING POLYMERS LTD.,3.6,174,3.4,3.4,3.4,3.4,3.3,3.4,3.1,33537,,20101031744,Bhansali Engineering Polymers Group,1,5.056041212e+19,Acrylonitrile butadiene styrene,101012040000000,Polymers,200103010000,20131,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)",1984,Plastics & Packaging,33537,20240331,12,INDAS,14801.5,14395.1,102.6,13106.8,547.4,518.8,25.3,1797.3,10547.3,713.0,3.0,1.0,BHANSALI ENGINEERING POLYMERS LTD.,10547.3,174.0,Matched (3)
